date,open,high,low,close
2018-01-19,993.30000000,1079.00000000,941.00000000,1032.50000000
2018-01-20,1032.50000000,1165.40000000,1031.00000000,1152.75000000
2018-01-21,1150.37000000,1152.69000000,998.00000000,1049.00000000
2018-01-22,1049.00000000,1090.15000000,908.00000000,993.00000000
2018-01-23,993.00000000,1030.00000000,909.00000000,980.00000000
2018-01-24,981.20000000,1074.00000000,953.09000000,1061.00000000
2018-01-25,1060.34000000,1115.00000000,1030.26000000,1056.52000000
2018-01-26,1055.29000000,1082.00000000,986.00000000,1051.03000000
2018-01-27,1051.03000000,1127.99000000,1032.20000000,1118.99000000
2018-01-28,1118.99000000,1277.00000000,1112.00000000,1251.96000000
2018-01-29,1251.96000000,1258.89000000,1161.65000000,1177.01000000
2018-01-30,1177.01000000,1186.85000000,1051.00000000,1085.50000000
2018-01-31,1084.63000000,1135.00000000,1029.00000000,1124.81000000
2018-02-01,1125.96000000,1164.99000000,981.00000000,1041.94000000
2018-02-02,1041.89000000,1047.20000000,783.67000000,922.30000000
2018-02-03,923.67000000,998.00000000,851.00000000,971.00000000
2018-02-04,971.00000000,975.00000000,789.00000000,823.56000000
2018-02-05,821.60000000,862.47000000,634.94000000,697.92000000
2018-02-06,697.93000000,798.00000000,570.10000000,779.25000000
2018-02-07,779.99000000,849.00000000,714.18000000,754.00000000
2018-02-08,753.19000000,786.93000000,751.00000000,781.66000000
2018-02-09,781.66000000,882.20000000,781.66000000,877.00000000
2018-02-10,876.30000000,911.20000000,800.00000000,851.15000000
2018-02-11,851.15000000,857.00000000,768.28000000,808.99000000
2018-02-12,808.58000000,877.56000000,807.46000000,866.66000000
2018-02-13,866.39000000,871.00000000,820.00000000,841.57000000
2018-02-14,841.57000000,924.99000000,841.30000000,919.09000000
2018-02-15,919.09000000,946.66000000,895.59000000,924.55000000
2018-02-16,924.55000000,948.48000000,901.36000000,938.67000000
2018-02-17,938.60000000,974.00000000,933.48000000,969.99000000
2018-02-18,969.99000000,978.50000000,897.00000000,911.00000000
2018-02-19,911.00000000,956.22000000,906.04000000,938.11000000
2018-02-20,939.17000000,961.00000000,873.00000000,882.99000000
2018-02-21,882.99000000,908.88000000,812.87000000,835.89000000
2018-02-22,836.35000000,871.96000000,786.60000000,801.49000000
2018-02-23,801.47000000,885.00000000,785.99000000,851.60000000
2018-02-24,851.59000000,875.00000000,805.00000000,833.94000000
2018-02-25,833.92000000,849.50000000,813.18000000,841.19000000
2018-02-26,841.46000000,882.00000000,833.00000000,867.98000000
2018-02-27,867.98000000,897.49000000,860.69000000,870.11000000
2018-02-28,871.84000000,891.00000000,850.30000000,853.50000000
2018-03-01,853.50000000,879.96000000,848.65000000,870.63000000
2018-03-02,870.63000000,876.22000000,850.00000000,856.28000000
2018-03-03,856.27000000,870.78000000,852.30000000,856.02000000
2018-03-04,856.51000000,868.00000000,836.24000000,866.66000000
2018-03-05,866.61000000,871.75000000,847.20000000,849.84000000
2018-03-06,849.81000000,853.18000000,803.01000000,813.11000000
2018-03-07,813.31000000,826.20000000,718.40000000,749.90000000
2018-03-08,749.02000000,772.07000000,684.00000000,695.46000000
2018-03-09,695.48000000,727.92000000,640.00000000,723.71000000
2018-03-10,723.65000000,745.00000000,673.06000000,680.58000000
2018-03-11,680.58000000,735.00000000,659.15000000,720.85000000
2018-03-12,721.00000000,740.50000000,676.31000000,697.11000000
2018-03-13,696.52000000,713.76000000,680.00000000,689.94000000
2018-03-14,690.16000000,703.54000000,585.00000000,610.10000000
2018-03-15,610.10000000,621.12000000,570.00000000,608.83000000
2018-03-16,608.83000000,625.30000000,584.15000000,599.05000000
2018-03-17,599.03000000,609.26000000,544.00000000,546.95000000
2018-03-18,547.98000000,560.00000000,450.00000000,537.00000000
2018-03-19,537.39000000,560.00000000,515.80000000,556.88000000
2018-03-20,556.88000000,567.87000000,515.00000000,557.00000000
2018-03-21,557.00000000,590.52000000,545.11000000,559.17000000
2018-03-22,559.15000000,578.60000000,516.00000000,539.92000000
2018-03-23,539.78000000,544.72000000,506.71000000,543.03000000
2018-03-24,543.20000000,545.99000000,518.63000000,520.22000000
2018-03-25,521.17000000,536.00000000,512.00000000,523.74000000
2018-03-26,523.95000000,527.67000000,465.56000000,485.00000000
2018-03-27,485.00000000,491.55000000,446.00000000,448.50000000
2018-03-28,448.50000000,466.00000000,440.14000000,446.67000000
2018-03-29,446.07000000,449.43000000,380.00000000,384.00000000
2018-03-30,383.87000000,412.04000000,366.00000000,392.43000000
2018-03-31,392.40000000,419.40000000,388.52000000,393.92000000
2018-04-01,393.93000000,399.91000000,356.90000000,378.58000000
2018-04-02,378.58000000,394.87000000,375.00000000,385.05000000
2018-04-03,385.00000000,419.08000000,380.13000000,415.01000000
2018-04-04,415.00000000,416.50000000,370.00000000,378.16000000
2018-04-05,378.15000000,387.03000000,365.61000000,381.22000000
2018-04-06,381.56000000,385.91000000,362.54000000,368.89000000
2018-04-07,368.89000000,394.75000000,368.28000000,384.51000000
2018-04-08,384.51000000,404.05000000,384.00000000,400.40000000
2018-04-09,400.40000000,431.99000000,387.10000000,399.44000000
2018-04-10,399.25000000,418.68000000,391.40000000,416.07000000
2018-04-11,415.53000000,433.54000000,410.38000000,429.52000000
2018-04-12,429.90000000,499.00000000,412.88000000,495.67000000
2018-04-13,494.30000000,530.00000000,480.22000000,495.11000000
2018-04-14,494.69000000,515.00000000,485.58000000,502.68000000
2018-04-15,502.68000000,535.00000000,502.51000000,533.88000000
2018-04-16,533.88000000,538.00000000,497.31000000,511.46000000
2018-04-17,512.09000000,521.20000000,500.02000000,502.56000000
2018-04-18,502.56000000,526.99000000,501.12000000,526.09000000
2018-04-19,526.49000000,571.61000000,521.03000000,568.14000000
2018-04-20,568.14000000,622.17000000,556.50000000,617.09000000
2018-04-21,616.80000000,624.50000000,570.23000000,604.87000000
2018-04-22,604.87000000,643.49000000,589.00000000,620.92000000
2018-04-23,620.67000000,649.11000000,618.02000000,645.09000000
2018-04-24,644.58000000,712.99000000,643.76000000,701.58000000
2018-04-25,701.16000000,703.30000000,593.83000000,618.00000000
2018-04-26,617.73000000,666.19000000,600.00000000,661.51000000
2018-04-27,661.51000000,686.82000000,635.73000000,643.46000000
2018-04-28,643.41000000,694.90000000,638.76000000,682.86000000
2018-04-29,683.50000000,700.49000000,665.28000000,690.85000000
2018-04-30,690.85000000,695.30000000,662.20000000,670.78000000
2018-05-01,670.78000000,675.60000000,627.58000000,672.00000000
2018-05-02,671.99000000,691.99000000,663.00000000,688.56000000
2018-05-03,688.55000000,792.08000000,685.39000000,779.00000000
2018-05-04,779.00000000,810.00000000,756.91000000,785.99000000
2018-05-05,785.80000000,832.66000000,781.56000000,819.50000000
2018-05-06,819.50000000,839.99000000,752.49000000,794.30000000
2018-05-07,794.30000000,799.14000000,701.00000000,752.49000000
2018-05-08,753.00000000,777.00000000,720.02000000,748.99000000
2018-05-09,748.99000000,760.74000000,710.26000000,751.75000000
2018-05-10,752.40000000,769.88000000,720.00000000,722.52000000
2018-05-11,722.52000000,737.23000000,663.00000000,676.96000000
2018-05-12,676.96000000,690.20000000,633.20000000,684.11000000
2018-05-13,684.56000000,742.00000000,666.31000000,729.08000000
2018-05-14,729.08000000,743.90000000,686.00000000,727.49000000
2018-05-15,727.49000000,740.00000000,695.00000000,704.91000000
2018-05-16,704.91000000,712.84000000,673.52000000,706.29000000
2018-05-17,706.80000000,719.25000000,662.00000000,667.62000000
2018-05-18,667.62000000,694.90000000,656.00000000,692.60000000
2018-05-19,693.26000000,717.80000000,682.31000000,697.00000000
2018-05-20,697.00000000,729.88000000,688.40000000,716.16000000
2018-05-21,716.16000000,720.46000000,688.00000000,696.70000000
2018-05-22,697.10000000,699.60000000,637.32000000,640.99000000
2018-05-23,640.86000000,669.00000000,560.00000000,577.19000000
2018-05-24,577.19000000,612.10000000,550.00000000,602.18000000
2018-05-25,602.08000000,617.46000000,568.70000000,585.55000000
2018-05-26,585.56000000,607.62000000,578.32000000,586.00000000
2018-05-27,586.03000000,592.00000000,557.43000000,570.40000000
2018-05-28,570.81000000,576.20000000,506.11000000,511.50000000
2018-05-29,511.50000000,573.43000000,510.00000000,567.36000000
2018-05-30,567.09000000,585.83000000,541.20000000,557.19000000
2018-05-31,557.87000000,586.73000000,552.98000000,577.81000000
2018-06-01,577.81000000,590.26000000,564.93000000,579.00000000
2018-06-02,579.00000000,599.17000000,572.90000000,590.85000000
2018-06-03,590.85000000,628.81000000,590.10000000,619.66000000
2018-06-04,619.66000000,625.47000000,580.15000000,591.02000000
2018-06-05,591.02000000,614.00000000,570.36000000,609.05000000
2018-06-06,609.29000000,613.35000000,593.40000000,607.40000000
2018-06-07,606.68000000,618.00000000,598.24000000,605.16000000
2018-06-08,605.20000000,608.45000000,593.33000000,598.68000000
2018-06-09,599.29000000,608.97000000,591.00000000,592.87000000
2018-06-10,592.44000000,592.87000000,501.13000000,524.11000000
2018-06-11,524.64000000,535.51000000,508.66000000,531.69000000
2018-06-12,531.08000000,538.88000000,482.00000000,493.00000000
2018-06-13,493.00000000,501.97000000,449.06000000,475.47000000
2018-06-14,475.47000000,529.00000000,460.00000000,519.29000000
2018-06-15,519.30000000,521.00000000,481.62000000,487.48000000
2018-06-16,487.47000000,503.28000000,483.72000000,496.74000000
2018-06-17,496.45000000,507.60000000,492.70000000,497.14000000
2018-06-18,497.15000000,524.48000000,487.27000000,517.95000000
2018-06-19,517.77000000,548.20000000,510.01000000,537.97000000
2018-06-20,537.68000000,542.02000000,515.08000000,536.49000000
2018-06-21,536.34000000,544.98000000,521.11000000,526.18000000
2018-06-22,526.32000000,526.44000000,450.00000000,462.09000000
2018-06-23,462.40000000,481.00000000,455.00000000,473.41000000
2018-06-24,473.40000000,475.81000000,419.53000000,454.41000000
2018-06-25,454.29000000,474.47000000,444.37000000,458.70000000
2018-06-26,459.04000000,460.81000000,429.00000000,429.34000000
2018-06-27,429.81000000,445.95000000,420.19000000,441.64000000
2018-06-28,441.36000000,443.96000000,416.45000000,420.22000000
2018-06-29,420.48000000,442.00000000,404.48000000,434.77000000
2018-06-30,434.77000000,463.15000000,434.51000000,454.09000000
2018-07-01,454.20000000,457.77000000,443.73000000,452.10000000
2018-07-02,452.14000000,481.83000000,444.16000000,476.25000000
2018-07-03,476.32000000,486.98000000,457.00000000,461.82000000
2018-07-04,461.78000000,482.70000000,458.02000000,467.38000000
2018-07-05,467.19000000,480.00000000,458.80000000,467.87000000
2018-07-06,467.79000000,476.00000000,451.29000000,470.47000000
2018-07-07,470.48000000,487.99000000,461.50000000,485.57000000
2018-07-08,485.57000000,495.98000000,482.05000000,486.77000000
2018-07-09,486.55000000,488.98000000,468.20000000,471.71000000
2018-07-10,471.73000000,473.23000000,427.69000000,432.48000000
2018-07-11,432.55000000,452.69000000,424.20000000,444.99000000
2018-07-12,444.99000000,445.36000000,416.94000000,431.14000000
2018-07-13,431.14000000,442.47000000,424.62000000,432.46000000
2018-07-14,432.43000000,440.00000000,428.26000000,433.19000000
2018-07-15,433.20000000,455.00000000,430.52000000,449.78000000
2018-07-16,449.79000000,480.57000000,444.03000000,478.49000000
2018-07-17,478.49000000,512.00000000,465.29000000,498.76000000
2018-07-18,498.89000000,515.47000000,468.01000000,479.41000000
2018-07-19,479.40000000,484.15000000,462.57000000,468.57000000
2018-07-20,468.70000000,471.02000000,440.00000000,449.04000000
2018-07-21,449.04000000,468.97000000,441.18000000,460.23000000
2018-07-22,460.23000000,472.20000000,454.19000000,457.47000000
2018-07-23,457.47000000,469.82000000,447.11000000,450.05000000
2018-07-24,450.05000000,484.27000000,448.47000000,479.28000000
2018-07-25,479.24000000,485.77000000,464.00000000,472.10000000
2018-07-26,472.11000000,485.00000000,460.00000000,462.64000000
2018-07-27,462.17000000,474.00000000,455.84000000,470.09000000
2018-07-28,470.09000000,472.00000000,460.82000000,469.29000000
2018-07-29,468.44000000,472.00000000,461.60000000,466.40000000
2018-07-30,466.40000000,469.79000000,446.10000000,456.23000000
2018-07-31,456.19000000,457.30000000,427.00000000,432.22000000
2018-08-01,432.20000000,434.99000000,406.55000000,420.41000000
2018-08-02,420.37000000,425.52000000,407.43000000,410.62000000
2018-08-03,410.62000000,420.01000000,396.61000000,417.52000000
2018-08-04,417.58000000,419.53000000,401.86000000,407.21000000
2018-08-05,407.21000000,413.24000000,400.16000000,408.79000000
2018-08-06,408.77000000,413.28000000,397.08000000,405.28000000
2018-08-07,405.19000000,412.76000000,369.19000000,378.21000000
2018-08-08,378.20000000,380.42000000,347.25000000,355.48000000
2018-08-09,355.48000000,369.90000000,350.51000000,363.30000000
2018-08-10,363.21000000,365.87000000,325.95000000,331.81000000
2018-08-11,331.88000000,332.98000000,304.45000000,317.69000000
2018-08-12,317.49000000,327.13000000,313.42000000,317.89000000
2018-08-13,317.96000000,321.99000000,280.68000000,283.81000000
2018-08-14,283.81000000,283.81000000,250.00000000,278.41000000
2018-08-15,278.47000000,304.45000000,276.30000000,281.12000000
2018-08-16,281.46000000,298.60000000,277.55000000,287.17000000
2018-08-17,286.84000000,318.00000000,285.00000000,317.51000000
2018-08-18,317.51000000,321.33000000,281.79000000,294.11000000
2018-08-19,294.10000000,307.40000000,288.20000000,299.42000000
2018-08-20,299.30000000,304.04000000,269.50000000,270.51000000
2018-08-21,270.51000000,285.90000000,269.70000000,281.21000000
2018-08-22,281.09000000,298.89000000,259.50000000,270.80000000
2018-08-23,270.68000000,280.30000000,267.55000000,275.99000000
2018-08-24,276.06000000,283.10000000,270.22000000,281.19000000
2018-08-25,281.05000000,282.71000000,275.99000000,277.55000000
2018-08-26,277.54000000,277.91000000,268.69000000,274.29000000
2018-08-27,274.17000000,288.15000000,271.59000000,287.71000000
2018-08-28,287.71000000,298.00000000,282.66000000,295.44000000
2018-08-29,295.44000000,297.00000000,283.55000000,288.40000000
2018-08-30,288.35000000,291.00000000,271.88000000,283.89000000
2018-08-31,283.90000000,289.00000000,276.59000000,281.41000000
2018-09-01,281.46000000,302.00000000,281.34000000,295.71000000
2018-09-02,295.80000000,299.33000000,288.87000000,295.41000000
2018-09-03,295.51000000,296.62000000,285.99000000,289.09000000
2018-09-04,289.09000000,292.64000000,283.00000000,285.30000000
2018-09-05,285.18000000,287.62000000,227.00000000,228.53000000
2018-09-06,228.28000000,233.19000000,212.00000000,229.70000000
2018-09-07,229.73000000,234.69000000,213.50000000,215.22000000
2018-09-08,215.19000000,220.20000000,190.01000000,196.71000000
2018-09-09,196.87000000,208.60000000,185.02000000,195.81000000
2018-09-10,196.13000000,203.42000000,187.10000000,197.15000000
2018-09-11,197.22000000,200.20000000,176.16000000,185.18000000
2018-09-12,185.14000000,185.22000000,167.32000000,183.12000000
2018-09-13,183.17000000,215.00000000,183.15000000,210.68000000
2018-09-14,210.91000000,224.20000000,202.60000000,208.82000000
2018-09-15,208.55000000,227.42000000,207.64000000,221.29000000
2018-09-16,221.62000000,223.50000000,208.10000000,220.17000000
2018-09-17,220.24000000,225.00000000,192.40000000,196.16000000
2018-09-18,196.25000000,215.47000000,193.47000000,208.17000000
2018-09-19,208.42000000,214.84000000,197.58000000,209.79000000
2018-09-20,209.79000000,226.68000000,205.56000000,224.00000000
2018-09-21,224.00000000,252.11000000,220.66000000,247.73000000
2018-09-22,247.67000000,255.13000000,232.70000000,241.01000000
2018-09-23,241.01000000,249.73000000,237.00000000,244.50000000
2018-09-24,244.54000000,246.20000000,225.30000000,228.06000000
2018-09-25,228.06000000,228.10000000,203.61000000,219.62000000
2018-09-26,219.50000000,223.60000000,207.50000000,214.42000000
2018-09-27,214.38000000,234.00000000,205.01000000,229.13000000
2018-09-28,229.10000000,234.42000000,215.53000000,221.84000000
2018-09-29,221.89000000,237.77000000,214.18000000,231.62000000
2018-09-30,231.62000000,239.00000000,226.50000000,232.94000000
2018-10-01,233.04000000,235.88000000,224.46000000,231.61000000
2018-10-02,231.62000000,232.51000000,223.37000000,225.69000000
2018-10-03,225.70000000,226.43000000,216.51000000,220.77000000
2018-10-04,220.67000000,227.16000000,219.49000000,222.66000000
2018-10-05,222.66000000,231.75000000,219.35000000,228.37000000
2018-10-06,228.36000000,228.86000000,223.15000000,225.40000000
2018-10-07,225.39000000,227.75000000,221.48000000,226.14000000
2018-10-08,226.26000000,232.70000000,224.21000000,230.01000000
2018-10-09,230.01000000,231.02000000,226.56000000,228.40000000
2018-10-10,228.40000000,228.78000000,224.05000000,226.74000000
2018-10-11,226.70000000,226.91000000,189.01000000,191.58000000
2018-10-12,191.55000000,201.87000000,190.04000000,196.96000000
2018-10-13,196.96000000,202.78000000,196.27000000,201.30000000
2018-10-14,201.39000000,203.56000000,194.33000000,197.01000000
2018-10-15,196.84000000,239.00000000,194.60000000,214.39000000
2018-10-16,214.39000000,219.95000000,211.55000000,215.09000000
2018-10-17,215.20000000,216.99000000,210.00000000,212.85000000
2018-10-18,212.90000000,215.30000000,203.53000000,206.24000000
2018-10-19,206.25000000,208.00000000,204.21000000,205.00000000
2018-10-20,205.10000000,209.69000000,203.57000000,207.91000000
2018-10-21,207.91000000,211.99000000,206.74000000,207.49000000
2018-10-22,207.46000000,209.30000000,205.00000000,206.67000000
2018-10-23,206.67000000,207.80000000,202.14000000,205.85000000
2018-10-24,205.85000000,207.95000000,204.73000000,205.35000000
2018-10-25,205.35000000,205.94000000,202.88000000,203.93000000
2018-10-26,203.84000000,209.00000000,203.00000000,204.92000000
2018-10-27,204.92000000,206.15000000,203.09000000,204.45000000
2018-10-28,204.45000000,205.94000000,203.62000000,204.99000000
2018-10-29,204.99000000,205.49000000,195.28000000,196.96000000
2018-10-30,196.95000000,198.60000000,195.91000000,197.27000000
2018-10-31,197.24000000,201.45000000,193.01000000,198.73000000
2018-11-01,198.70000000,200.95000000,197.88000000,199.96000000
2018-11-02,199.93000000,203.74000000,199.34000000,202.35000000
2018-11-03,202.31000000,202.69000000,198.59000000,200.31000000
2018-11-04,200.27000000,218.76000000,199.00000000,212.11000000
2018-11-05,212.13000000,213.39000000,207.62000000,210.66000000
2018-11-06,210.64000000,221.25000000,209.11000000,220.74000000
2018-11-07,220.77000000,224.80000000,217.01000000,219.07000000
2018-11-08,219.06000000,220.78000000,212.49000000,212.79000000
