1503014400000, 4285.08000000, 4371.52000000, 3938.77000000, 4108.37000000
1503100800000, 4108.37000000, 4184.69000000, 3850.00000000, 4139.98000000
1503187200000, 4120.98000000, 4211.08000000, 4032.62000000, 4086.29000000
1503273600000, 4069.13000000, 4119.62000000, 3911.79000000, 4016.00000000
1503360000000, 4016.00000000, 4104.82000000, 3400.00000000, 4040.00000000
1503446400000, 4040.00000000, 4265.80000000, 4013.89000000, 4114.01000000
1503532800000, 4147.00000000, 4371.68000000, 4085.01000000, 4316.01000000
1503619200000, 4316.01000000, 4453.91000000, 4247.48000000, 4280.68000000
1503705600000, 4280.71000000, 4367.00000000, 4212.41000000, 4337.44000000
1503792000000, 4332.51000000, 4400.00000000, 4285.54000000, 4310.01000000
1503878400000, 4310.01000000, 4399.82000000, 4124.54000000, 4386.69000000
1503964800000, 4353.65000000, 4625.85000000, 4313.55000000, 4587.48000000
1504051200000, 4564.52000000, 4647.51000000, 4416.01000000, 4555.14000000
1504137600000, 4555.14000000, 4745.42000000, 4555.14000000, 4724.89000000
1504224000000, 4689.89000000, 4885.55000000, 4654.88000000, 4834.91000000
1504310400000, 4796.16000000, 4939.19000000, 4286.87000000, 4472.14000000
1504396800000, 4508.50000000, 4714.76000000, 4298.33000000, 4509.08000000
1504483200000, 4505.00000000, 4527.49000000, 3972.51000000, 4100.11000000
1504569600000, 4106.97000000, 4484.99000000, 3603.00000000, 4366.47000000
1504656000000, 4366.49000000, 4662.87000000, 4335.26000000, 4619.77000000
1504742400000, 4619.77000000, 4788.59000000, 4438.19000000, 4691.61000000
1504828800000, 4691.66000000, 4735.39000000, 4028.93000000, 4282.80000000
1504915200000, 4282.80000000, 4426.62000000, 4150.06000000, 4258.81000000
1505001600000, 4258.81000000, 4283.00000000, 3801.00000000, 4130.37000000
1505088000000, 4153.62000000, 4334.43000000, 4098.91000000, 4208.47000000
1505174400000, 4208.60000000, 4394.59000000, 4040.80000000, 4163.72000000
1505260800000, 4159.72000000, 4165.38000000, 3760.00000000, 3944.69000000
